reaction_id,reaction_name,subsystem,knockout_flux,baseline_flux,flux_ratio,flux_reduction,impact,status,num_genes,gene_ids,gene_names,equation
H2Otly,"H2O transport, lysosomal",Unknown,-3.873127213175644e-16,1.2720422712933757,-3.0448101455288595e-16,1.0000000000000002,LETHAL,optimal,0,,,WATER_c <=> h2o_l
2HBt2,2-hydroxybutyrate cotransport with proton,Unknown,0.0,1.2720422712933757,0.0,1.0,LETHAL,optimal,3,9123_AT1;6566_AT1;9194_AT1,SLC16A3;SLC16A1;SLC16A7,2hb_e + h_e <=> 2hb_c + h_c
PHEt4,L-phenylalanine transport in via sodium symport,Unknown,0.0,1.2720422712933757,0.0,1.0,LETHAL,optimal,7,84889_AT1;11254_AT1;6542_AT1;6541_AT1;55089_AT1;81539_AT1;54407_AT1,SLC7A3;SLC6A14;SLC7A2;SLC7A1;SLC38A4;SLC38A1;SLC38A2,NA_43__e + PHE_e --> NA_43__c + PHE_c
ILEt4,L-isoleucine transport in via sodium symport,Unknown,0.0,1.2720422712933757,0.0,1.0,LETHAL,optimal,1,11254_AT1,SLC6A14,NA_43__e + ile_DASH_DASH_DASH_L_e --> ILE_c + NA_43__c
MANtly,mannose efflux from lysosome,Unknown,0.0,1.2720422712933757,0.0,1.0,LETHAL,optimal,0,,,man_l --> D_45_mannopyranose_c
METt4,L-methionine transport in via sodium symport,Unknown,0.0,1.2720422712933757,0.0,1.0,LETHAL,optimal,4,54407_AT1;6584_AT1;81539_AT1;11254_AT1,SLC38A2;SLC22A5;SLC38A1;SLC6A14,NA_43__e + met_DASH_DASH_DASH_L_e --> MET_c + NA_43__c
2HBO,2-Hydroxybutyrate:NAD+ oxidoreductase,Unknown,3.873127213175644e-16,1.2720422712933757,3.0448101455288595e-16,0.9999999999999997,LETHAL,optimal,7,3939_AT1;3948_AT2;55293_AT1;160287_AT1;92483_AT1;3948_AT1;3945_AT1,LDHA;LDHC;UEVLD;LDHAL6A;LDHAL6B;LDHC;LDHB,2hb_c + nad_c <=> 2obut_c + h_c + nadh_c
PCFLOPm,phosphatidylcholine flippase,Unknown,3.873127213175644e-16,1.2720422712933757,3.0448101455288595e-16,0.9999999999999997,LETHAL,optimal,1,57194_AT1,ATP10A,WATER_c + atp_c + pchol_DASH_hs_m --> adp_c + h_c + pchol_DASH_hs_c + pi_c
METAT,methionine adenosyltransferase,Unknown,4.45409629515199e-15,1.2720422712933757,3.501531667358188e-15,0.9999999999999964,LETHAL,optimal,4,27430_AT2;27430_AT1;4144_AT1;4143_AT1,MAT2B;MAT2B;MAT2A;MAT1A,MET_c + WATER_c + atp_c --> amet_c + pi_c + ppi_c
PSSA1_hs,Phosphatidylserine synthase homo sapiens,Unknown,6.777972623057377e-15,1.2720422712933757,5.328417754675504e-15,0.9999999999999947,LETHAL,optimal,1,9791_AT1,PTDSS1,SER_c + pchol_DASH_hs_c <=> chol_c + ps_DASH_hs_c
PRPPS,phosphoribosylpyrophosphate synthetase,Unknown,1.065109983623302e-14,1.2720422712933757,8.373227900204363e-15,0.9999999999999917,LETHAL,optimal,4,5631_AT1;221823_AT1;5634_AT1;221823_AT2,PRPS1;PRPS1L1;PRPS2;PRPS1L1,atp_c + r5p_c <=> amp_c + h_c + prpp_c
