gene_id,gene_name,knockout_flux,baseline_flux,flux_ratio,flux_reduction,impact,status,num_reactions,reactions
4125_AT1,MAN2B1,-1.3122174959014997e-14,1.2528120222930563,-1.0474177071670433e-14,1.0000000000000104,LETHAL,optimal,1,A_MANASEly
2987_AT1,GUK1,-1.007935178011297e-14,1.2528120222930563,-8.045382388384535e-15,1.000000000000008,LETHAL,optimal,2,DGK1;GK1
9791_AT1,PTDSS1,-1.901764486813768e-15,1.2528120222930563,-1.517996677053686e-15,1.0000000000000016,LETHAL,optimal,1,PSSA1_hs
4126_AT1,MANBA,-3.803528973627535e-16,1.2528120222930563,-3.0359933541073716e-16,1.0000000000000002,LETHAL,optimal,1,B_MANNASEly
51727_AT1,CMPK1,-1.9017644868137676e-16,1.2528120222930563,-1.5179966770536858e-16,1.0000000000000002,LETHAL,optimal,40,UMPK5n;CYTK5n;CYTK12n;UMPK6;CYTK6;CYTK13;UMPK6n;CYTK6n;CYTK13n;UMPK7
57194_AT1,ATP10A,-1.9017644868137676e-16,1.2528120222930563,-1.5179966770536858e-16,1.0000000000000002,LETHAL,optimal,3,PEFLIPm;PSFLIPm;PCFLOPm
2531_AT1,KDSR,0.0,1.2528120222930563,0.0,1.0,LETHAL,optimal,1,3DSPHR
175_AT1,AGA,1.9017644868137676e-16,1.2528120222930563,1.5179966770536858e-16,0.9999999999999999,LETHAL,optimal,2,GASNASEly;GASNASE2ly
259230_AT1,SGMS1,1.9017644868137676e-16,1.2528120222930563,1.5179966770536858e-16,0.9999999999999999,LETHAL,optimal,1,SMS
11254_AT1,SLC6A14,5.705293460441302e-16,1.2528120222930563,4.553990031161056e-16,0.9999999999999996,LETHAL,optimal,8,METt4;TRPt4;PHEt4;ILEt4;TYRt4;ARGt4;VALt4;LYSt4
