reaction_id,reaction_name,subsystem,knockout_flux,baseline_flux,flux_ratio,flux_reduction,impact,status,num_genes,gene_ids,gene_names,equation
H2Otly,"H2O transport, lysosomal",Unknown,-1.2882070189448454e-14,1.2594592320261357,-1.0228255001731672e-14,1.0000000000000102,LETHAL,optimal,0,,,WATER_c <=> h2o_l
PRPPS,phosphoribosylpyrophosphate synthetase,Unknown,-2.4627487126886753e-15,1.2594592320261357,-1.9554016915075257e-15,1.000000000000002,LETHAL,optimal,4,5631_AT1;221823_AT2;5634_AT1;221823_AT1,PRPS1;PRPS1L1;PRPS2;PRPS1L1,atp_c + r5p_c <=> amp_c + h_c + prpp_c
3DSPHR,3-Dehydrosphinganine reductase,Unknown,-9.472110433417983e-16,1.2594592320261357,-7.520775736567408e-16,1.0000000000000007,LETHAL,optimal,1,2531_AT1,KDSR,3dsphgn_c + NADPH_c + h_c --> nadp_c + sphgn_c
ADENOSYLHOMOCYSTEINASE_45_RXN,ADENOSYLHOMOCYSTEINASE-RXN,Unknown,-1.8944220866835963e-16,1.2594592320261357,-1.5041551473134812e-16,1.0000000000000002,LETHAL,optimal,3,HS02273;HS09809;HS08293,AHCY;AHCYL1;AHCYL2,ADENOSYL_45_HOMO_45_CYS_c + WATER_c <=> ADENOSINE_c + HOMO_45_CYS_c
A_MANASEly,"alpha-mannosidase, lysosomal",Unknown,-1.8944220866835963e-16,1.2594592320261357,-1.5041551473134812e-16,1.0000000000000002,LETHAL,optimal,1,4125_AT1,MAN2B1,2.0 h2o_l + m2mn_l --> 2.0 man_l + mn_l
MANtly,mannose efflux from lysosome,Unknown,-1.8944220866835963e-16,1.2594592320261357,-1.5041551473134812e-16,1.0000000000000002,LETHAL,optimal,0,,,man_l --> D_45_mannopyranose_c
PHEt4,L-phenylalanine transport in via sodium symport,Unknown,-1.8944220866835963e-16,1.2594592320261357,-1.5041551473134812e-16,1.0000000000000002,LETHAL,optimal,7,84889_AT1;55089_AT1;11254_AT1;6541_AT1;6542_AT1;81539_AT1;54407_AT1,SLC7A3;SLC38A4;SLC6A14;SLC7A1;SLC7A2;SLC38A1;SLC38A2,NA_43__e + PHE_e --> NA_43__c + PHE_c
2HBO,2-Hydroxybutyrate:NAD+ oxidoreductase,Unknown,0.0,1.2594592320261357,0.0,1.0,LETHAL,optimal,7,55293_AT1;92483_AT1;3948_AT2;3939_AT1;160287_AT1;3948_AT1;3945_AT1,UEVLD;LDHAL6B;LDHC;LDHA;LDHAL6A;LDHC;LDHB,2hb_c + nad_c <=> 2obut_c + h_c + nadh_c
2HBt2,2-hydroxybutyrate cotransport with proton,Unknown,0.0,1.2594592320261357,0.0,1.0,LETHAL,optimal,3,9194_AT1;9123_AT1;6566_AT1,SLC16A7;SLC16A3;SLC16A1,2hb_e + h_e <=> 2hb_c + h_c
B_MANNASEly,"beta-mannosidase, lysosomal",Unknown,0.0,1.2594592320261357,0.0,1.0,LETHAL,optimal,1,4126_AT1,MANBA,h2o_l + mn_l --> acgam_l + man_l
DHCRD1,dihydroceramide desaturase,Unknown,0.0,1.2594592320261357,0.0,1.0,LETHAL,optimal,2,8560_AT1;8560_AT2,DEGS1;DEGS1,dhcrm_DASH_hs_c + nadp_c --> NADPH_c + crm_DASH_hs_c + h_c
DSAT,dihydrosphingosine N-acyltransferase,Unknown,0.0,1.2594592320261357,0.0,1.0,LETHAL,optimal,0,,,Rtotalcoa_c + sphgn_c --> coa_c + dhcrm_DASH_hs_c + h_c
ILEt4,L-isoleucine transport in via sodium symport,Unknown,0.0,1.2594592320261357,0.0,1.0,LETHAL,optimal,1,11254_AT1,SLC6A14,NA_43__e + ile_DASH_DASH_DASH_L_e --> ILE_c + NA_43__c
METt4,L-methionine transport in via sodium symport,Unknown,0.0,1.2594592320261357,0.0,1.0,LETHAL,optimal,4,11254_AT1;6584_AT1;81539_AT1;54407_AT1,SLC6A14;SLC22A5;SLC38A1;SLC38A2,NA_43__e + met_DASH_DASH_DASH_L_e --> MET_c + NA_43__c
PCFLOPm,phosphatidylcholine flippase,Unknown,0.0,1.2594592320261357,0.0,1.0,LETHAL,optimal,1,57194_AT1,ATP10A,WATER_c + atp_c + pchol_DASH_hs_m --> adp_c + h_c + pchol_DASH_hs_c + pi_c
