gene_id,gene_name,knockout_flux,baseline_flux,flux_ratio,flux_reduction,impact,status,num_reactions,reactions
4125_AT1,MAN2B1,-9.617682219757711e-16,1.2712989583333336,-7.565240384029295e-16,1.0000000000000007,LETHAL,optimal,1,A_MANASEly
2531_AT1,KDSR,-3.847072887903084e-16,1.2712989583333336,-3.0260961536117175e-16,1.0000000000000002,LETHAL,optimal,1,3DSPHR
11254_AT1,SLC6A14,-1.923536443951542e-16,1.2712989583333336,-1.5130480768058588e-16,1.0000000000000002,LETHAL,optimal,8,LYSt4;METt4;TRPt4;PHEt4;ILEt4;TYRt4;VALt4;ARGt4
51727_AT1,CMPK1,0.0,1.2712989583333336,0.0,1.0,LETHAL,optimal,40,UMPK2n;CYTK1n;UMPKn;CYTK8n;CYTK1;UMPK3;CYTK2;CYTK9;CYTK10;UMPK3n
57194_AT1,ATP10A,0.0,1.2712989583333336,0.0,1.0,LETHAL,optimal,3,PCFLOPm;PEFLIPm;PSFLIPm
9791_AT1,PTDSS1,0.0,1.2712989583333336,0.0,1.0,LETHAL,optimal,1,PSSA1_hs
259230_AT1,SGMS1,0.0,1.2712989583333336,0.0,1.0,LETHAL,optimal,1,SMS
4126_AT1,MANBA,1.923536443951542e-16,1.2712989583333336,1.5130480768058588e-16,0.9999999999999999,LETHAL,optimal,1,B_MANNASEly
175_AT1,AGA,1.500358426282203e-14,1.2712989583333336,1.18017749990857e-14,0.9999999999999882,LETHAL,optimal,2,GASNASE2ly;GASNASEly
2987_AT1,GUK1,4.5780167366046704e-14,1.2712989583333336,3.6010544227979444e-14,0.999999999999964,LETHAL,optimal,2,GK1;DGK1
