gene_id,gene_name,knockout_flux,baseline_flux,flux_ratio,flux_reduction,impact,status,num_reactions,reactions
175_AT1,AGA,-1.1159901032549931e-15,1.2444297342192687,-8.96788362225324e-16,1.0000000000000009,LETHAL,optimal,2,GASNASE2ly;GASNASEly
2531_AT1,KDSR,0.0,1.2444297342192687,0.0,1.0,LETHAL,optimal,1,3DSPHR
57194_AT1,ATP10A,0.0,1.2444297342192687,0.0,1.0,LETHAL,optimal,3,PSFLIPm;PCFLOPm;PEFLIPm
259230_AT1,SGMS1,0.0,1.2444297342192687,0.0,1.0,LETHAL,optimal,1,SMS
9791_AT1,PTDSS1,1.8599835054249882e-16,1.2444297342192687,1.4946472703755396e-16,0.9999999999999999,LETHAL,optimal,1,PSSA1_hs
11254_AT1,SLC6A14,3.7199670108499764e-16,1.2444297342192687,2.9892945407510793e-16,0.9999999999999997,LETHAL,optimal,8,ILEt4;TYRt4;VALt4;TRPt4;ARGt4;METt4;LYSt4;PHEt4
4126_AT1,MANBA,5.579950516274966e-16,1.2444297342192687,4.48394181112662e-16,0.9999999999999996,LETHAL,optimal,1,B_MANNASEly
4125_AT1,MAN2B1,4.83595711410497e-15,1.2444297342192687,3.8860829029764035e-15,0.9999999999999961,LETHAL,optimal,1,A_MANASEly
51727_AT1,CMPK1,2.882974433408732e-14,1.2444297342192687,2.3167032690820863e-14,0.9999999999999768,LETHAL,optimal,40,CYTK11n;UMPK4n;CYTK5;CYTK12;UMPK5;CYTK5n;CYTK12n;UMPK5n;CYTK6;CYTK13
2987_AT1,GUK1,1.1848094929557176e-13,1.2444297342192687,9.520903112292188e-14,0.9999999999999047,LETHAL,optimal,2,GK1;DGK1
