gene_id,gene_name,knockout_flux,baseline_flux,flux_ratio,flux_reduction,impact,status,num_reactions,reactions
2987_AT1,GUK1,-6.288362657484371e-14,1.2517503236245964,-5.023655707374332e-14,1.0000000000000502,LETHAL,optimal,2,GK1;DGK1
175_AT1,AGA,-4.343313547211428e-15,1.2517503236245964,-3.4697922303186082e-15,1.0000000000000036,LETHAL,optimal,2,GASNASEly;GASNASE2ly
4126_AT1,MANBA,-1.8883971944397512e-16,1.2517503236245964,-1.5086053175298297e-16,1.0000000000000002,LETHAL,optimal,1,B_MANNASEly
51727_AT1,CMPK1,-1.8883971944397512e-16,1.2517503236245964,-1.5086053175298297e-16,1.0000000000000002,LETHAL,optimal,40,CYTK9n;CYTK10n;UMPK3n;CYTK3n;CYTK11;UMPK4;CYTK4n;CYTK11n;UMPK4n;CYTK5
11254_AT1,SLC6A14,0.0,1.2517503236245964,0.0,1.0,LETHAL,optimal,8,METt4;ARGt4;LYSt4;PHEt4;ILEt4;TRPt4;TYRt4;VALt4
4125_AT1,MAN2B1,0.0,1.2517503236245964,0.0,1.0,LETHAL,optimal,1,A_MANASEly
9791_AT1,PTDSS1,0.0,1.2517503236245964,0.0,1.0,LETHAL,optimal,1,PSSA1_hs
259230_AT1,SGMS1,0.0,1.2517503236245964,0.0,1.0,LETHAL,optimal,1,SMS
2531_AT1,KDSR,1.8883971944397512e-16,1.2517503236245964,1.5086053175298297e-16,0.9999999999999999,LETHAL,optimal,1,3DSPHR
57194_AT1,ATP10A,1.8883971944397512e-16,1.2517503236245964,1.5086053175298297e-16,0.9999999999999999,LETHAL,optimal,3,PCFLOPm;PEFLIPm;PSFLIPm
