gene_id,gene_name,knockout_flux,baseline_flux,flux_ratio,flux_reduction,impact,status,num_reactions,reactions
2987_AT1,GUK1,-8.151727145092648e-15,1.264565049342105,-6.446269529063464e-15,1.0000000000000064,LETHAL,optimal,2,GK1;DGK1
4126_AT1,MANBA,-3.7915009977175107e-16,1.264565049342105,-2.998264897238821e-16,1.0000000000000002,LETHAL,optimal,1,B_MANNASEly
57194_AT1,ATP10A,-1.8957504988587554e-16,1.264565049342105,-1.4991324486194105e-16,1.0000000000000002,LETHAL,optimal,3,PCFLOPm;PEFLIPm;PSFLIPm
4125_AT1,MAN2B1,0.0,1.264565049342105,0.0,1.0,LETHAL,optimal,1,A_MANASEly
51727_AT1,CMPK1,0.0,1.264565049342105,0.0,1.0,LETHAL,optimal,40,UMPK6n;CYTK6n;CYTK13n;UMPK7;CYTK7;UMPK;CYTK14;UMPK7n;CYTK7n;UMPK2
2531_AT1,KDSR,1.8957504988587554e-16,1.264565049342105,1.4991324486194105e-16,0.9999999999999999,LETHAL,optimal,1,3DSPHR
11254_AT1,SLC6A14,1.8957504988587554e-16,1.264565049342105,1.4991324486194105e-16,0.9999999999999999,LETHAL,optimal,8,TYRt4;LYSt4;METt4;TRPt4;PHEt4;ILEt4;VALt4;ARGt4
259230_AT1,SGMS1,3.7915009977175107e-16,1.264565049342105,2.998264897238821e-16,0.9999999999999997,LETHAL,optimal,1,SMS
9791_AT1,PTDSS1,1.7061754489728797e-15,1.264565049342105,1.3492192037574691e-15,0.9999999999999987,LETHAL,optimal,1,PSSA1_hs
175_AT1,AGA,5.4976764466903906e-15,1.264565049342105,4.34748410099629e-15,0.9999999999999957,LETHAL,optimal,2,GASNASE2ly;GASNASEly
