reaction_id,reaction_name,subsystem,knockout_flux,baseline_flux,flux_ratio,growth_pct,impact,status,num_genes,gene_ids,gene_names,equation
HMR_6580,1-Phosphatidylinositol-4-Phosphate 5-Kinase,Inositol phosphate metabolism,0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,4,8394.1;23396.1;138429.1;8395.1,G_8394__46__1;G_23396__46__1;G_138429__46__1;G_8395__46__1,atp[g] + pail_hs[g] --> adp[g] + h[g] + pail5p_hs[g]
HMR_1635,Alpha-Methylacyl Coenzyme A Racemase,Bile acid synthesis,0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,1,23600.1,G_23600__46__1,cholcoar[m] --> cholcoas[m]
HMR_1484,"4, 4-Dimethyl-5A-Cholesta-8, 24-Dien-3B-Ol:NADP+ D14-Oxidoreductase",Cholesterol metabolism,0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,2,7108.1;3930.1,G_7108__46__1;G_3930__46__1,44mctr[c] + h[c] + nadph[c] --> 44mzym[c] + nadp[c]
METyLATthc,Transport of Methionine by Y+Lat1 Or Y+Lat2 with Symporter of H,"Transport, extracellular",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,3,9056.1;6520.1;9057.1,G_9056__46__1;G_6520__46__1;G_9057__46__1,arg_L[c] + h[e] + met_L[e] --> arg_L[e] + h[c] + met_L[c]
METATB0tc,Transport of L-Methionine by Atb0 Transporter,"Transport, extracellular",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,1,11254.1,G_11254__46__1,cl[e] + met_L[e] + 2.0 na1[e] --> cl[c] + met_L[c] + 2.0 na1[c]
r2037,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,"Transport, extracellular",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,1,11136.1,G_11136__46__1,orn[e] + thr_L[c] --> orn[c] + thr_L[e]
HMCARNc,Formation of Homocarnosine,Histidine metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,4abut[c] + atp[c] + his_L[c] <=> amp[c] + h[c] + hmcarn[c] + ppi[c]
ELAIDCRNte,"Transport of Elaidic Carnitine, Sodium Symport","Transport, extracellular",0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,elaidcrn[c] + na1[c] <=> elaidcrn[e] + na1[e]
LNLCCRNNAt,"Transport of Linoleyl Carnitine, Sodium Symport","Transport, extracellular",0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,lnlccrn[c] + na1[c] <=> lnlccrn[e] + na1[e]
HMR_9785,HMR_9785,"Transport, lysosomal",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,M02613[l] --> M02613[c]
HMR_9784,HMR_9784,"Transport, lysosomal",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,nrvnc[l] --> nrvnc[c]
HMR_9783,HMR_9783,"Transport, lysosomal",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,ttdca[l] --> ttdca[c]
HMR_9782,HMR_9782,"Transport, lysosomal",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,M02457[l] --> M02457[c]
PCHOLN226_HSPLA2,"Formation of 1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6) by Phospholipase A2",Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pchol_hs[c] --> Rtotal2[c] + h[c] + pcholn226_hs[c]
PEAR_HSPLA2,Formation of 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine by Phospholipase A2,Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pe_hs[c] --> Rtotal2[c] + h[c] + pear_hs[c]
PE203_HSPLA2,"Formation of 1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3) by Phospholipase A2",Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pe_hs[c] --> Rtotal2[c] + h[c] + pe203_hs[c]
PE226_HSPLA2,"Formation of 1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6) by Phospholipase A2",Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pe_hs[c] --> Rtotal2[c] + h[c] + pe226_hs[c]
PE224_HSPLA2,"Formation of 1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16) by Phospholipase A2",Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pe_hs[c] --> Rtotal2[c] + h[c] + pe224_hs[c]
PEDH203_HSPLA2,"Formation of 1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14) by Phospholipase A2",Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pe_hs[c] --> Rtotal2[c] + h[c] + pedh203_hs[c]
PHLAC,Formation of Phenyl-Lactate,Phenylalanine metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,nad[c] + phlac[c] <=> h[c] + nadh[c] + phpyr[c]
PEDH14_HSPLA2,Formation of 1-Myristoylglycerophosphoethanolamine (C14:0 Pe) by Phospholipase A2,Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pe_hs[c] --> Rtotal2[c] + h[c] + pe14_hs[c]
PEDH161_HSPLA2,"Formation of 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9) by Phospholipase A2",Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pe_hs[c] --> Rtotal2[c] + h[c] + pe161_hs[c]
PEDH13_HSPLA2,Formation of 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe) by Phospholipase A2,Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pe_hs[c] --> Rtotal2[c] + h[c] + pe13_hs[c]
PEDH15_HSPLA2,Formation of 1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe) by Phospholipase A2,Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pe_hs[c] --> Rtotal2[c] + h[c] + pe15_hs[c]
PEDH17_HSPLA2,Formation of 1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe) by Phospholipase A2,Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pe_hs[c] --> Rtotal2[c] + h[c] + pe17_hs[c]
PCHOLN203_HSPLA2,"Formation of 1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3 by Phospholipase A2",Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pchol_hs[c] --> Rtotal2[c] + h[c] + pcholn203_hs[c]
HMR_9776,HMR_9776,"Transport, lysosomal",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,M02053[l] --> M02053[c]
PAILAR_HSPLA2,Formation of 1-Arachidonoylglycerophosphoinositol by Phospholipase A2,Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pail_hs[c] --> Rtotal2[c] + h[c] + pailar_hs[c]
PCHOLN261_HSPLA2,Formation of Lysopc A C26:1 (Delta 5) by Phospholipase A2,Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pchol_hs[c] --> Rtotal2[c] + h[c] + pcholn261_hs[c]
PCHOLN281_HSPLA2,Formation of Lysopc A C28:1 (Delta 5) by Phospholipase A2,Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pchol_hs[c] --> Rtotal2[c] + h[c] + pcholn281_hs[c]
PCHOLN28_HSPLA2,Formation of Lysopc A C28:0 by Phospholipase A2,Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pchol_hs[c] --> Rtotal2[c] + h[c] + pcholn28_hs[c]
PCHOLDOC_HSPLA2,Formation of 1-Docosahexaenoylglycerophosphocholine by Phospholipase A2,Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pchol_hs[c] --> Rtotal2[c] + h[c] + pcholdoc_hs[c]
PCHOLDEIC_HSPLA2,"Formation of 1-Eicosadienoylglycerophosphocholine (Delta 11, 14) by Phospholipase A2",Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pchol_hs[c] --> Rtotal2[c] + h[c] + pcholeic_hs[c]
PCHOLDET_HSPLA2,"Formation of 1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17) by Phospholipase A2",Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pchol_hs[c] --> Rtotal2[c] + h[c] + pcholet_hs[c]
PCHOLHEP_HSPLA2,Formation of 1-Heptadecanoylglycerophosphocholine by Phospholipase A2,Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pchol_hs[c] --> Rtotal2[c] + h[c] + pcholhep_hs[c]
PCHOLLINL_HSPLA2,"Formation of 1-Linoleoylglycerophosphocholine (Delta 9, 12) by Phospholipase A2",Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pchol_hs[c] --> Rtotal2[c] + h[c] + pchollinl_hs[c]
PELINL_HSPLA2,"Formation of 1-Linoleoylglycerophosphoethanolamine (Delta 9, 12) by Phospholipase A2",Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pe_hs[c] --> Rtotal2[c] + h[c] + pelinl_hs[c]
GPDDACHOL,Glycerophosphocholine Phosphodiesterase,Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,1,56261.1,G_56261__46__1,g3pc[c] + h2o[c] --> chol[c] + glyc2p[c] + h[c]
HMR_9777,HMR_9777,"Transport, lysosomal",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,ddca[l] --> ddca[c]
HMR_9778,HMR_9778,"Transport, lysosomal",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,lgnc[l] --> lgnc[c]
HMR_9781,HMR_9781,"Transport, lysosomal",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,hpdca[l] --> hpdca[c]
PCHOLN24_HSPLA2,"Formation of 1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24 by Phospholipase A2",Glycerophospholipid metabolism,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,10,123745.1;8398.1;50487.1;5321.1;5320.1;8398.2;81579.1;5322.1;64600.1;100137049.1,G_123745__46__1;G_8398__46__1;G_50487__46__1;G_5321__46__1;G_5320__46__1;G_8398__46__2;G_81579__46__1;G_5322__46__1;G_64600__46__1;G_100137049__46__1,h2o[c] + pchol_hs[c] --> Rtotal2[c] + h[c] + pcholn24_hs[c]
HC00342te,"Transport of Cis-Aconitate, Extracellular","Transport, extracellular",0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,HC00342[c] + 3.0 na1[c] <=> HC00342[e] + 3.0 na1[e]
r0423,Isocitrate:NADP+ Oxidoreductase (Decarboxylating),Miscellaneous,0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,2,3417.1;3418.1,G_3417__46__1;G_3418__46__1,icit[m] + nadp[m] --> HC01434[m] + h[m] + nadph[m]
r0437,Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase,Fatty acid oxidation,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,2,1376.1;1374.1,G_1376__46__1;G_1374__46__1,crn[x] + pmtcoa[x] <=> coa[x] + pmtcrn[x]
HMR_9621,HMR_9621,"Transport, extracellular",0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,1,345274.1,G_345274__46__1,HC02198[e] + na1[e] --> HC02198[c] + na1[c]
HMR_9625,HMR_9625,"Transport, endoplasmic reticular",0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,HC02057[r] --> HC02057[c]
HMR_9627,HMR_9627,"Transport, endoplasmic reticular",0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,galgluside_hs[r] <=> galgluside_hs[c]
HMR_9634,HMR_9634,"Transport, endoplasmic reticular",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,ethamp[r] <=> ethamp[c]
HMR_9638,HMR_9638,"Transport, extracellular",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,4abutn[c] <=> 4abutn[e]
HMR_9639,HMR_9639,"Transport, extracellular",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,CE0074[c] <=> CE0074[e]
HMR_9643,HMR_9643,"Transport, extracellular",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,fucgalfucgalacglcgalgluside_hs[c] <=> fucgalfucgalacglcgalgluside_hs[e]
HMR_9645,HMR_9645,"Transport, extracellular",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,fucfucfucgalacglcgal14acglcgalgluside_hs[c] <=> fucfucfucgalacglcgal14acglcgalgluside_hs[e]
HMR_9647,HMR_9647,"Transport, extracellular",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,M03131[c] <=> M03131[e]
HMR_9651,HMR_9651,"Transport, extracellular",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[c] <=> fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[e]
HMR_9652,HMR_9652,"Transport, extracellular",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,homoval[c] --> homoval[e]
HMR_9657,HMR_9657,"Transport, extracellular",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,kdn[c] <=> kdn[e]
HMR_9672,HMR_9672,"Transport, lysosomal",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,HC02065[l] --> HC02065[c]
HMR_9673,HMR_9673,"Transport, nuclear",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,thbpt[n] <=> thbpt[c]
HMR_9676,HMR_9676,"Transport, mitochondrial",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,ind3ac[m] <=> ind3ac[c]
HMR_9677,HMR_9677,"Transport, mitochondrial",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,1p3h5c[m] <=> 1p3h5c[c]
HMR_9678,HMR_9678,"Transport, peroxisomal",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,hdca[x] --> hdca[c]
HMR_9717,HMR_9717,Heme synthesis,0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,M01957[c] + pheme[c] --> M02050[c]
HMR_9719,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,11,3028.1;3033.1;34.1;1892.1;37.1;3032.1;33.1;10449.1;3030.1;28976.1,G_3028__46__1;G_3033__46__1;G_34__46__1;G_1892__46__1;G_37__46__1;G_3032__46__1;G_33__46__1;G_10449__46__1;G_3030__46__1;G_28976__46__1,8.0 coa[m] + 4.0 fad[m] + 8.0 h2o[m] + 8.0 nad[m] + strdnccoa[m] --> 9.0 accoa[m] + 4.0 fadh2[m] + 8.0 h[m] + 8.0 nadh[m]
HMR_9720,HMR_9720,"Transport, extracellular",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,dolichol_L[c] --> dolichol_L[e]
HMR_9723,HMR_9723,"Transport, lysosomal",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,HC02066[l] --> HC02066[c]
HMR_9735,HMR_9735,Protein modification,0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,M00199[c] + h2o[c] --> citr_L[c]
HMR_9738,HMR_9738,"Transport, lysosomal",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,M00003[l] --> M00003[c]
HMR_9739,HMR_9739,"Transport, lysosomal",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,M00008[l] --> M00008[c]
HMR_9740,HMR_9740,"Transport, lysosomal",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,M00010[l] --> M00010[c]
HMR_9741,HMR_9741,"Transport, lysosomal",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,M00017[l] --> M00017[c]
HMR_9742,HMR_9742,"Transport, lysosomal",0.02952805644214241,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,M00019[l] --> M00019[c]
HMR_9620,HMR_9620,"Transport, extracellular",0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,1,60482.1,G_60482__46__1,chol[e] + cl[e] + na1[e] --> chol[c] + cl[c] + na1[c]
HMR_9617,HMR_9617,"Transport, extracellular",0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,1,6534.1,G_6534__46__1,cl[e] + na1[e] + pro_L[e] --> cl[c] + na1[c] + pro_L[c]
FADH2ETC,Complex Ii Reaction for Respiratory Chain,Oxidative phosphorylation,0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,4,2109.2;2110.1;2108.1;2109.1,G_2109__46__2;G_2110__46__1;G_2108__46__1;G_2109__46__1,fadh2[m] + q10[m] --> fad[m] + q10h2[m]
FE2DMT1,Uptake of Food Iron by Dmt1 Transporter,"Transport, extracellular",0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,1,4891.1,G_4891__46__1,fe2[e] + h[e] --> fe2[c] + h[c]
PHLACHt,Transport of Phenyl Lactate,"Transport, extracellular",0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,h[c] + phlac[c] <=> h[e] + phlac[e]
3ANTHRNtr,Transport of 3-Hydroxyanthranilate,"Transport, extracellular",0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,3hanthrn[e] <=> 3hanthrn[c]
CRTNtr,Transport of Creatinine,"Transport, extracellular",0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,crtn[e] <=> crtn[c]
BALABETAtc2,Transport of 3-Ureidopropionate,"Transport, extracellular",0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,cala[e] + h[e] <=> cala[c] + h[c]
BALAPAT1tc2,Transport of 3-Ureidopropionate,"Transport, extracellular",0.029528056442142406,0.029528056441593797,1.0000000000185794,100.00000000185794,MINIMAL,optimal,0,,,cala[e] + cl[e] + 2.0 na1[e] <=> cala[c] + cl[c] + 2.0 na1[c]
