reaction_id,reaction_name,subsystem,knockout_flux,baseline_flux,flux_ratio,growth_pct,impact,status,num_genes,gene_ids,gene_names,equation
r0655,"3-Methylbutanoyl Coenzyme A: (Acceptor) 2, 3-Oxidoreductase Valine, Leucine And Isoleucine Degradation","Valine, leucine, and isoleucine metabolism",-5.016474290564337e-12,0.029528056441593797,-1.6988840090057648e-10,-1.6988840090057647e-08,LETHAL,optimal,2,34.1;3712.1,G_34__46__1;G_3712__46__1,ivcoa[m] + q10[m] <=> 3mb2coa[m] + q10h2[m]
HMR_0538,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,adrncoa[c] + glyc3p[c] --> M00460[c] + coa[c]
ACNAM9PL,N-Acetylneuraminate 9-Phosphate Pyruvate-Lyase (Pyruvate-Phosphorylating),Aminosugar metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,54187.1,G_54187__46__1,acmanap[c] + h2o[c] + pep[c] --> acnamp[c] + pi[c]
DHORD9,Dihydoorotic Acid Dehydrogenase (Quinone 10),Pyrimidine synthesis,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,1723.1,G_1723__46__1,dhor_S[c] + q10[m] --> orot[c] + q10h2[m]
HMR_2296,Stearoyl Coenzyme A 9-Desaturase,Fatty acid synthesis,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,2,79966.1;6319.1,G_79966__46__1;G_6319__46__1,h[c] + nadph[c] + o2[c] + stcoa[c] --> M00116[c] + 2.0 h2o[c] + nadp[c]
ACGAMPM,Phosphoacetylglucosamine Mutase,Aminosugar metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,5238.1,G_5238__46__1,acgam6p[c] <=> acgam1p[c]
r1185,Glycerol-3-Phosphate 1-O-Acyltransferase,Miscellaneous,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,2,84803.1;137964.1,G_84803__46__1;G_137964__46__1,glyc3p[c] + pmtcoa[c] --> HC02029[c] + coa[c]
r1186,Glycerol-3-Phosphate 1-O-Acyltransferase,Miscellaneous,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,2,84803.1;137964.1,G_84803__46__1;G_137964__46__1,glyc3p[c] + hdd2coa[c] --> HC02030[c] + coa[c]
r1187,Glycerol-3-Phosphate 1-O-Acyltransferase,Miscellaneous,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,2,84803.1;137964.1,G_84803__46__1;G_137964__46__1,glyc3p[c] + stcoa[c] --> HC02031[c] + coa[c]
r1188,Glycerol-3-Phosphate 1-O-Acyltransferase,Miscellaneous,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,2,84803.1;137964.1,G_84803__46__1;G_137964__46__1,glyc3p[c] + odecoa[c] --> HC02032[c] + coa[c]
r1189,Glycerol-3-Phosphate 1-O-Acyltransferase,Miscellaneous,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,2,84803.1;137964.1,G_84803__46__1;G_137964__46__1,glyc3p[c] + lnlccoa[c] --> HC02033[c] + coa[c]
r1190,Glycerol-3-Phosphate 1-O-Acyltransferase,Miscellaneous,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,2,84803.1;137964.1,G_84803__46__1;G_137964__46__1,arachdcoa[c] + glyc3p[c] --> HC02036[c] + coa[c]
HMR_0505,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,glyc3p[c] + lneldccoa[c] --> M00458[c] + coa[c]
HMR_0504,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M00116[c] + glyc3p[c] --> M00462[c] + coa[c]
HMR_0503,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M00127[c] + glyc3p[c] --> M00470[c] + coa[c]
HMR_0501,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,glyc3p[c] + vacccoa[c] --> M00474[c] + coa[c]
HMR_0500,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M00020[c] + glyc3p[c] --> M00448[c] + coa[c]
HMR_0498,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M01237[c] + glyc3p[c] --> M00469[c] + coa[c]
ORPT,Orotate Phosphoribosyltransferase,Pyrimidine synthesis,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,7372.1,G_7372__46__1,orot5p[c] + ppi[c] <=> orot[c] + prpp[c]
HMR_0497,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M00004[c] + glyc3p[c] --> M00438[c] + coa[c]
HMR_0496,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,glyc3p[c] + hpdcacoa[c] --> M00481[c] + coa[c]
HMR_0495,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M01191[c] + glyc3p[c] --> M00461[c] + coa[c]
HMR_0492,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,glyc3p[c] + ptdcacoa[c] --> M00498[c] + coa[c]
HMR_0491,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M01141[c] + glyc3p[c] --> M00454[c] + coa[c]
PGPP_hs,Phosphatidylglycerol Phosphate Phosphatase (Homo Sapiens),Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,114971.1,G_114971__46__1,h2o[c] + pgp_hs[c] --> pglyc_hs[c] + pi[c]
PGPPT,Phosphatidyl-CMP: Glycerophosphate Phosphatidyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,9489.1,G_9489__46__1,cdpdag_hs[c] + glyc3p[c] --> cmp[c] + h[c] + pgp_hs[c]
HMR_0490,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,HC10784[c] + glyc3p[c] + 2.0 h[c] --> M00463[c] + coa[c]
CMPSAS,CMP Sialic Acid Synthase,Aminosugar metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,55907.1,G_55907__46__1,acnam[c] + ctp[c] --> cmpacna[c] + ppi[c]
ACNAMPH,N-Acetylneuraminate 9-Phosphate Phosphohydrolase,Aminosugar metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,3,51205.1;140838.1;54.1,G_51205__46__1;G_140838__46__1;G_54__46__1,acnamp[c] + h2o[c] --> acnam[c] + pi[c]
ACOAD8m,"Acyl Coenzyme A Dehydrogenase (Isovaleryl Coenzyme A), Mitochondrial","Valine, leucine, and isoleucine metabolism",0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,3712.1,G_3712__46__1,fad[m] + ivcoa[m] --> 3mb2coa[m] + fadh2[m]
HMR_0188,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,8,23305.1;2181.1;2182.1;2180.1;11001.1;51703.1;23205.1;81616.1,G_23305__46__1;G_2181__46__1;G_2182__46__1;G_2180__46__1;G_11001__46__1;G_51703__46__1;G_23205__46__1;G_81616__46__1,atp[c] + coa[c] + ddca[c] <=> amp[c] + ddcacoa[c] + ppi[c]
r0782,"GDP-L-Fucose:NADP+ 4-Oxidoreductase (3, 5-Epimerizing)",Aminosugar metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,7264.1,G_7264__46__1,gdpddman[c] + h[c] + nadh[c] --> gdpfuc[c] + nad[c]
HMR_0539,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,glyc3p[c] + tettet6coa[c] --> M00467[c] + coa[c]
HMR_0758,Sphingosine N-Acyltransferase,Sphingolipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,6,29956.1;204219.1;253782.1;10715.1;79603.1;91012.1,G_29956__46__1;G_204219__46__1;G_253782__46__1;G_10715__46__1;G_79603__46__1;G_91012__46__1,coa[c] + crm_hs[c] + h[c] --> HC02048[c] + sphings[c]
HMR_0753,Ceramidase,Sphingolipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,5,427.1;125981.1;56624.1;55331.1;340485.1,G_427__46__1;G_125981__46__1;G_56624__46__1;G_55331__46__1;G_340485__46__1,dhcrm_hs[c] + h2o[c] + h[c] <=> HC02070[c] + sphgn[c]
HMR_0684,Acylglycerol Lipase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,3,11343.1;26090.1;57406.1,G_11343__46__1;G_26090__46__1;G_57406__46__1,HC02076[c] + h2o[c] --> HC02070[c] + glyc[c]
HMR_0672,Triacylglycerol Lipase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,15,119548.1;9388.1;3991.1;5407.1;747.1;8513.1;8228.1;221955.1;5408.1;13.1,G_119548__46__1;G_9388__46__1;G_3991__46__1;G_5407__46__1;G_747__46__1;G_8513__46__1;G_8228__46__1;G_221955__46__1;G_5408__46__1;G_13__46__1,HC02060[c] + h2o[c] --> HC02070[c] + HC02076[c]
AGPAT1,1-Acylglycerol-3-Phosphate O-Acyltransferase 1,Triacylglycerol synthesis,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,8,10555.1;137964.1;56895.1;56894.2;56894.1;55326.1;10554.1;129642.1,G_10555__46__1;G_137964__46__1;G_56895__46__1;G_56894__46__2;G_56894__46__1;G_55326__46__1;G_10554__46__1;G_129642__46__1,Rtotal2coa[c] + alpa_hs[c] + 2.0 h[c] --> coa[c] + pa_hs[c]
HMR_0488,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,glyc3p[c] + tdcoa[c] --> M00493[c] + coa[c]
HMR_0601,Phosphatidate Phosphatase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,11,9663.1;8612.1;64748.1;8611.1;9890.1;8613.1;79948.1;64900.1;23175.1;84513.1,G_9663__46__1;G_8612__46__1;G_64748__46__1;G_8611__46__1;G_9890__46__1;G_8613__46__1;G_79948__46__1;G_64900__46__1;G_23175__46__1;G_84513__46__1,HC02054[c] + h2o[c] --> HC02060[c] + pi[c]
HMR_0593,1-Acylglycerol-3-Phosphate O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,9,154141.1;10555.1;253558.1;56895.1;56894.1;55326.1;10554.1;129642.1;51099.1,G_154141__46__1;G_10555__46__1;G_253558__46__1;G_56895__46__1;G_56894__46__1;G_55326__46__1;G_10554__46__1;G_129642__46__1;G_51099__46__1,HC02042[c] + HC02048[c] --> HC02054[c] + coa[c]
HMR_0560,HMR_0560,Exchange/demand reaction,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,0,,,0.557 HC02029[c] + 0.002 HC02030[c] + 0.138 HC02031[c] + 0.061 HC02032[c] + 0.025 HC02033[c] + 0.0136 HC02036[c] + 0.002 M00436[c] + 0.002 M00437[c] + 0.002 M00438[c] + 0.002 M00439[c] + 0.002 M00440[c] + 0.002 M00441[c] + 0.002 M00442[c] + 0.002 M00443[c] + 0.002 M00444[c] + 0.002 M00445[c] + 0.002 M00446[c] + 0.002 M00447[c] + 0.002 M00448[c] + 0.002 M00449[c] + 0.003 M00450[c] + 0.002 M00451[c] + 0.0068 M00452[c] + 0.002 M00453[c] + 0.002 M00454[c] + 0.002 M00455[c] + 0.002 M00456[c] + 0.002 M00457[c] + 0.002 M00458[c] + 0.002 M00459[c] + 0.002 M00460[c] + 0.0358 M00461[c] + 0.002 M00462[c] + 0.002 M00463[c] + 0.002 M00464[c] + 0.002 M00465[c] + 0.002 M00466[c] + 0.002 M00467[c] + 0.002 M00468[c] + 0.002 M00469[c] + 0.002 M00470[c] + 0.002 M00471[c] + 0.0453 M00474[c] + 0.002 M00476[c] + 0.002 M00477[c] + 0.002 M00478[c] + 0.002 M00479[c] + 0.002 M00480[c] + 0.002 M00481[c] + 0.002 M00482[c] + 0.002 M00483[c] + 0.002 M00484[c] + 0.0075 M00492[c] + 0.011 M00493[c] + 0.002 M00494[c] + 0.002 M00498[c] + 0.002 M00500[c] + 0.002 M00501[c] + 0.002 M00502[c] --> HC02042[c]
HMR_0544,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,CE4847[c] + glyc3p[c] --> M00437[c] + coa[c] + 6.0 h[c]
HMR_0543,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M00023[c] + glyc3p[c] --> M00445[c] + coa[c]
FACOAL245_2,Fatty-Acid- Coenzyme A Ligase,Fatty acid oxidation,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,2180.1,G_2180__46__1,atp[c] + coa[c] + tetpent3[c] <=> amp[c] + ppi[c] + tetpent3coa[c]
HMR_0489,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M00129[c] + glyc3p[c] --> M00471[c] + coa[c]
FACOAL245_1,Fatty-Acid- Coenzyme A Ligase,Fatty acid oxidation,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,2180.1,G_2180__46__1,atp[c] + coa[c] + tetpent6[c] <=> amp[c] + ppi[c] + tetpent6coa[c]
FACOAL226,Fatty-Acid- Coenzyme A Ligase,Fatty acid oxidation,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,2180.1,G_2180__46__1,atp[c] + coa[c] + crvnc[c] <=> amp[c] + c226coa[c] + ppi[c]
FACOAL2251,Fatty-Acid- Coenzyme A Ligase,Fatty acid oxidation,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,2180.1,G_2180__46__1,atp[c] + coa[c] + dcsptn1[c] <=> amp[c] + dcsptn1coa[c] + ppi[c]
AMANK,N-Acetyl-D-Mannosamine Kinase,Aminosugar metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,2,55577.1;10020.1,G_55577__46__1;G_10020__46__1,acmana[c] + atp[c] --> acmanap[c] + adp[c] + h[c]
UDPG4E,UDPglucose 4-Epimerase,Galactose metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,2,2582.1;2582.2,G_2582__46__1;G_2582__46__2,udpg[c] <=> udpgal[c]
UAGDP,UDP-N-Acetylglucosamine Diphosphorylase,Aminosugar metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,2,6675.1;91373.1,G_6675__46__1;G_91373__46__1,acgam1p[c] + h[c] + utp[c] --> ppi[c] + uacgam[c]
ASPCTr,Aspartate Carbamoyltransferase (Reversible),Pyrimidine synthesis,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,790.1,G_790__46__1,asp_L[c] + cbp[c] <=> cbasp[c] + h[c] + pi[c]
HMR_0487,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M03050[c] + glyc3p[c] --> M00502[c] + coa[c]
HMR_0486,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,ddcacoa[c] + glyc3p[c] --> M00484[c] + coa[c]
HMR_0482,Sn-Glycerol-3-Phosphate: (Acceptor) 2-Oxidoreductase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,2820.1,G_2820__46__1,dhap[c] + fadh2[c] --> fad[c] + glyc3p[c]
PRPPS,Phosphoribosylpyrophosphate Synthetase,Pentose phosphate pathway,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,221823.1;221823.2;5634.1;5631.1,G_221823__46__1;G_221823__46__2;G_5634__46__1;G_5631__46__1,atp[c] + r5p[c] <=> amp[c] + h[c] + prpp[c]
PMANM,Phosphomannomutase,Fructose and mannose metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,3,5373.1;55276.1;5372.1,G_5373__46__1;G_55276__46__1;G_5372__46__1,man1p[c] <=> man6p[c]
HMR_0200,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,8,23305.1;2181.1;2182.1;2180.1;11001.1;51703.1;23205.1;81616.1,G_23305__46__1;G_2181__46__1;G_2182__46__1;G_2180__46__1;G_11001__46__1;G_51703__46__1;G_23205__46__1;G_81616__46__1,atp[c] + coa[c] + ttdcea[c] <=> M00129[c] + amp[c] + ppi[c]
PGM,Phosphoglycerate Mutase,Glycolysis/gluconeogenesis,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,5,5224.1;669.1;669.2;5223.1;5224.2,G_5224__46__1;G_669__46__1;G_669__46__2;G_5223__46__1;G_5224__46__2,2pg[c] <=> 3pg[c]
FACOAL244_1,Fatty-Acid- Coenzyme A Ligase,Fatty acid oxidation,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,2180.1,G_2180__46__1,atp[c] + coa[c] + tettet6[c] <=> amp[c] + ppi[c] + tettet6coa[c]
HMR_0506,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M02612[c] + glyc3p[c] --> M00494[c] + coa[c]
HMR_0542,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,CE4843[c] + glyc3p[c] --> M00440[c] + coa[c]
HMR_0508,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M00018[c] + glyc3p[c] --> M00447[c] + coa[c]
HMR_0523,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,glyc3p[c] + strdnccoa[c] --> M00457[c] + coa[c]
HMR_0524,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,eicostetcoa[c] + glyc3p[c] --> M00464[c] + coa[c]
HMR_0525,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,glyc3p[c] + tmndnccoa[c] --> M00452[c] + coa[c]
HMR_0526,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,clpndcoa[c] + glyc3p[c] --> M00459[c] + coa[c]
HMR_0527,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,glyc3p[c] + tetpent3coa[c] --> M00466[c] + coa[c]
HMR_0528,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,glyc3p[c] + tethex3coa[c] --> M00455[c] + coa[c]
HMR_0529,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,c226coa[c] + glyc3p[c] --> M00450[c] + coa[c]
HMR_0530,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M00012[c] + glyc3p[c] --> M00439[c] + coa[c]
HMR_0531,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M00343[c] + glyc3p[c] --> M00444[c] + coa[c]
HMR_0532,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,CE4854[c] + glyc3p[c] --> M00436[c] + coa[c]
HMR_0533,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,CE4855[c] + glyc3p[c] --> M00443[c] + coa[c]
HMR_0507,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,arachcoa[c] + glyc3p[c] --> M00478[c] + coa[c]
HMR_0535,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,glyc3p[c] + lnlncgcoa[c] --> M00479[c] + coa[c]
HMR_0522,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,glyc3p[c] + lnlncacoa[c] --> M00492[c] + coa[c]
HMR_0536,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,dlnlcgcoa[c] + glyc3p[c] --> M00476[c] + coa[c]
HMR_0540,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,glyc3p[c] + tetpent6coa[c] --> M00456[c] + coa[c]
3DSPHR,3-Dehydrosphinganine Reductase,Sphingolipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,2531.1,G_2531__46__1,3dsphgn[c] + h[c] + nadph[c] --> nadp[c] + sphgn[c]
UAG2EMAi,UDP-N-Acetyl-D-Glucosamine 2-Epimerase (Hydrolysis),Aminosugar metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,10020.1,G_10020__46__1,h2o[c] + uacgam[c] --> acmana[c] + h[c] + udp[c]
SPHK21c,Sphingosine Kinase 2,Sphingolipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,2,56848.1;8877.1,G_56848__46__1;G_8877__46__1,atp[c] + sphings[c] --> adp[c] + h[c] + sphs1p[c]
