reaction_id,reaction_name,subsystem,host_flux,host_baseline,host_growth_pct,host_status,num_genes,gene_ids,gene_names,equation,virus_flux,virus_baseline,virus_growth_pct,virus_status,selectivity_score,target_class
AASAD3,L-aminoadipate-semialdehyde dehydrogenase (NADH),Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,1,501_AT1,ALDH7A1,L2aadp6sa_c + h2o_c + nad_c --> L2aadp_c + 2.0 h_c + nadh_c,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
4HGLSDm,L 4 hydroxyglutamate semialdehyde dehydrogenase  mitochondrial,Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,2,8659_AT1;8659_AT2,ALDH4A1;ALDH4A1,4hglusa_m + h2o_m + nad_m <=> e4hglu_m + 2.0 h_m + nadh_m,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
5MTHFt,5-Methyltetrahydrofolate transport via receptor binding and protolysis,Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,8,2348_AT4;2351_AT1;2352_AT1;2348_AT2;2348_AT6;2348_AT5;2348_AT1;2348_AT3,FOLR1;2351_AT1;FOLR3;FOLR1;FOLR1;FOLR1;FOLR1;FOLR1,5mthf_e <=> 5mthf_c,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
5MTHFt2,5-methyltetrahydrofolate transport via anion exchange,Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,2,6573_AT1;6573_AT2,SLC19A1;SLC19A1,5mthf_e + oh1_c <=> 5mthf_c + oh1_e,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
ABUTD,Aminobutyraldehyde dehydrogenase,Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,1,223_AT1,ALDH9A1,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
ABUTt2r,4 aminobutyrate reversible transport in via proton symport,Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,1,206358_AT1,SLC36A1,4abut_e + h_e <=> 4abut_c + h_c,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
3MLDAt,3MLDA extracellular transport via diffusion,Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,0,,,3mlda_c <=> 3mlda_e,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
7DHCHSTEROLtr,Cholesterol precursor intracellular transport,Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,0,,,7dhchsterol_r <=> 7dhchsterol_c,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
3MOBt2im,3-methyl-2-oxobutanoate mitochondrial transport via proton symport,Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,0,,,3mob_c + h_c --> 3mob_m + h_m,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
7DHFtl,"7-glutamyl-DHF transport, lysosomal",Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,0,,,7dhf_c --> 7dhf_l,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
7DHFtm,"7-glutamyl-DHF transport,m mitochondrial",Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,0,,,7dhf_m --> 7dhf_c,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
7THFtl,"7-glutamyl-THF transport, lysosomal",Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,0,,,7thf_c --> 7thf_l,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
10FTHF7GLUtm,"7-glutamyl-10FTHF transport, mitochondrial",Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,0,,,10fthf7glu_m --> 10fthf7glu_c,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
10FTHFtl,10-Formyltetrahydrofolate lysosomal transport via diffusion,Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,0,,,10fthf_c <=> 10fthf_l,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
7THFtm,"7-glutamyl-THF transport,m mitochondrial",Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,0,,,7thf_m --> 7thf_c,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
3MOPt2im,3-Methyl-2-oxopentanoate mitochondrial transport via proton symport,Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,0,,,3mop_c + h_c --> 3mop_m + h_m,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
3MOX4HOXPGALDOX,3-Methoxy-4-hydroxyphenylglycolaldehyde:NAD+ oxidoreductase,Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,4,218_AT1;222_AT1;220_AT1;221_AT1,ALDH3A1;ALDH3B2;ALDH1A3;ALDH3B1,3m4hpga_c + h2o_c + nad_c --> 3mox4hoxm_c + 2.0 h_c + nadh_c,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
ALR3,Aldose reductase (acetol),Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,4,10327_AT1;231_AT1;8574_AT1;10327_AT2,AKR1A1;AKR1B1;AKR7A2;AKR1A1,acetol_c + h_c + nadph_c --> 12ppd__S_c + nadp_c,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
AMACRp,Alpha-methylacyl-CoA racemase,Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,2,23600_AT1;23600_AT2,AMACR;AMACR,cholcoar_x --> cholcoas_x,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
C226COAtx,Fatty acid intracellular transport,Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,0,,,c226coa_c <=> c226coa_x,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
DM_ethamp_r,Ethanolamine phosphate demand,Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,0,,,ethamp_r --> ,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
DITPtn,DITP nuclear transport,Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,0,,,ditp_c <=> ditp_n,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
DKMPPD,"2,3-diketo-5-methylthio-1-phosphopentane degradation reaction",Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,0,,,dkmpp_c + h2o_c + o2_c --> 2kmb_c + for_c + 2.0 h_c + pi_c,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
DLNLCGCPT1,Carnitine O-palmitoyltransferase,Unknown,0.23437252228949343,0.23437252228949343,100.0,MINIMAL,6,1375_AT2;1374_AT1;1375_AT3;126129_AT1;1375_AT4;1375_AT1,CPT1B;CPT1A;CPT1B;CPT1C;CPT1B;CPT1B,crn_c + dlnlcgcoa_c --> coa_c + dlnlcgcrn_c,0.2814317775193228,0.2814317775193228,100.0,MINIMAL,0.0,NOT_A_TARGET
