reaction_id,reaction_name,subsystem,knockout_flux,baseline_flux,flux_ratio,flux_reduction,impact,status,num_genes,gene_ids,gene_names,equation
DM_Asn_X_Ser_FSLASH_Thr_LPAREN_ly_RPAREN_,DM Asn-X-Ser/Thr(ly),Unknown,-1.0727043050177889e-13,1.2662803343949043,-8.471301937500148e-14,1.0000000000000848,LETHAL,optimal,0,,,Asn_DASH_DASH_DASH_X_DASH_DASH_DASH_Ser_DASH_FSLASH_DASH_Thr_l --> 
A_MANASEly,"alpha-mannosidase, lysosomal",Unknown,-7.682497675193714e-15,1.2662803343949043,-6.066980167440425e-15,1.000000000000006,LETHAL,optimal,1,4125_AT1,MAN2B1,2.0 h2o_l + m2mn_l --> 2.0 man_l + mn_l
2HBO,2-Hydroxybutyrate:NAD+ oxidoreductase,Unknown,-3.8444186796599823e-16,1.2662803343949043,-3.035993354107524e-16,1.0000000000000002,LETHAL,optimal,7,55293_AT1;92483_AT1;3945_AT1;3948_AT1;3948_AT2;160287_AT1;3939_AT1,UEVLD;LDHAL6B;LDHB;LDHC;LDHC;LDHAL6A;LDHA,2hb_c + nad_c <=> 2obut_c + h_c + nadh_c
DHCRD1,dihydroceramide desaturase,Unknown,-1.9222093398299912e-16,1.2662803343949043,-1.517996677053762e-16,1.0000000000000002,LETHAL,optimal,2,8560_AT1;8560_AT2,DEGS1;DEGS1,dhcrm_DASH_hs_c + nadp_c --> NADPH_c + crm_DASH_hs_c + h_c
ILEt4,L-isoleucine transport in via sodium symport,Unknown,-1.4226847546655026e-16,1.2662803343949043,-1.123514845822301e-16,1.0000000000000002,LETHAL,optimal,1,11254_AT1,SLC6A14,NA_43__e + ile_DASH_DASH_DASH_L_e --> ILE_c + NA_43__c
RXN66_45_457,RXN66-457,Unknown,0.0,1.2662803343949043,0.0,1.0,LETHAL,optimal,2,HS09071;HS05853,SLC6A18;SLC38A2,LEU_e + NA_43__e <=> LEU_c + NA_43__c
2HBt2,2-hydroxybutyrate cotransport with proton,Unknown,0.0,1.2662803343949043,0.0,1.0,LETHAL,optimal,3,6566_AT1;9123_AT1;9194_AT1,SLC16A1;SLC16A3;SLC16A7,2hb_e + h_e <=> 2hb_c + h_c
3DSPHR,3-Dehydrosphinganine reductase,Unknown,0.0,1.2662803343949043,0.0,1.0,LETHAL,optimal,1,2531_AT1,KDSR,3dsphgn_c + NADPH_c + h_c --> nadp_c + sphgn_c
B_MANNASEly,"beta-mannosidase, lysosomal",Unknown,0.0,1.2662803343949043,0.0,1.0,LETHAL,optimal,1,4126_AT1,MANBA,h2o_l + mn_l --> acgam_l + man_l
DSAT,dihydrosphingosine N-acyltransferase,Unknown,0.0,1.2662803343949043,0.0,1.0,LETHAL,optimal,0,,,Rtotalcoa_c + sphgn_c --> coa_c + dhcrm_DASH_hs_c + h_c
PHEt4,L-phenylalanine transport in via sodium symport,Unknown,0.0,1.2662803343949043,0.0,1.0,LETHAL,optimal,7,54407_AT1;11254_AT1;55089_AT1;6541_AT1;84889_AT1;81539_AT1;6542_AT1,SLC38A2;SLC6A14;SLC38A4;SLC7A1;SLC7A3;SLC38A1;SLC7A2,NA_43__e + PHE_e --> NA_43__c + PHE_c
METt4,L-methionine transport in via sodium symport,Unknown,0.0,1.2662803343949043,0.0,1.0,LETHAL,optimal,4,6584_AT1;54407_AT1;11254_AT1;81539_AT1,SLC22A5;SLC38A2;SLC6A14;SLC38A1,NA_43__e + met_DASH_DASH_DASH_L_e --> MET_c + NA_43__c
H2Otly,"H2O transport, lysosomal",Unknown,0.0,1.2662803343949043,0.0,1.0,LETHAL,optimal,0,,,WATER_c <=> h2o_l
ADENOSYLHOMOCYSTEINASE_45_RXN,ADENOSYLHOMOCYSTEINASE-RXN,Unknown,1.9222093398299912e-16,1.2662803343949043,1.517996677053762e-16,0.9999999999999999,LETHAL,optimal,3,HS02273;HS08293;HS09809,AHCY;AHCYL2;AHCYL1,ADENOSYL_45_HOMO_45_CYS_c + WATER_c <=> ADENOSINE_c + HOMO_45_CYS_c
PHOSMANMUT_45_RXN,PHOSMANMUT-RXN,Unknown,1.9222093398299912e-16,1.2662803343949043,1.517996677053762e-16,0.9999999999999999,LETHAL,optimal,2,HS02079;HS06747,PMM1;PMM2,MANNOSE_45_1P_c <=> CPD_45_15979_c
PSSA1_hs,Phosphatidylserine synthase homo sapiens,Unknown,1.9222093398299912e-16,1.2662803343949043,1.517996677053762e-16,0.9999999999999999,LETHAL,optimal,1,9791_AT1,PTDSS1,SER_c + pchol_DASH_hs_c <=> chol_c + ps_DASH_hs_c
PETOHMm_hs,phosphatidylethanolamine N-methyltransferase,Unknown,1.4226847546655026e-16,1.2662803343949043,1.123514845822301e-16,0.9999999999999999,LETHAL,optimal,3,10400_AT2;10400_AT3;10400_AT1,PEMT;PEMT;PEMT,3.0 amet_m + pe_DASH_hs_m --> 3.0 ahcys_m + 3.0 h_m + pchol_DASH_hs_m
VALt4,L-valine transport in via sodium symport,Unknown,1.9222093398299912e-16,1.2662803343949043,1.517996677053762e-16,0.9999999999999999,LETHAL,optimal,1,11254_AT1,SLC6A14,NA_43__e + val_DASH_DASH_DASH_L_e --> NA_43__c + VAL_c
PCFLOPm,phosphatidylcholine flippase,Unknown,2.845369509331005e-16,1.2662803343949043,2.247029691644602e-16,0.9999999999999998,LETHAL,optimal,1,57194_AT1,ATP10A,WATER_c + atp_c + pchol_DASH_hs_m --> adp_c + h_c + pchol_DASH_hs_c + pi_c
ACGAMtly,N-acetyl-glucosamine lysosomal efflux,Unknown,3.8444186796599823e-16,1.2662803343949043,3.035993354107524e-16,0.9999999999999997,LETHAL,optimal,0,,,acgam_l --> N_45_acetyl_45_D_45_glucosamine_c
MANtly,mannose efflux from lysosome,Unknown,7.688837359319965e-16,1.2662803343949043,6.071986708215048e-16,0.9999999999999994,LETHAL,optimal,0,,,man_l --> D_45_mannopyranose_c
AMETt2m,"S-Adenosyl-L-methionine reversible transport, mitochondrial",Unknown,9.95879328265852e-16,1.2662803343949043,7.864603920756109e-16,0.9999999999999992,LETHAL,optimal,3,115286_AT1;115286_AT3;115286_AT2,SLC25A26;SLC25A26;SLC25A26,ahcys_m + amet_c <=> ADENOSYL_45_HOMO_45_CYS_c + amet_m
PRPPS,phosphoribosylpyrophosphate synthetase,Unknown,2.498872141778988e-15,1.2662803343949043,1.9733956801698903e-15,0.999999999999998,LETHAL,optimal,4,5634_AT1;5631_AT1;221823_AT1;221823_AT2,PRPS2;PRPS1;PRPS1L1;PRPS1L1,atp_c + r5p_c <=> amp_c + h_c + prpp_c
SMS,Sphingomyelin synthase (homo sapiens),Unknown,7.496616425336966e-15,1.2662803343949043,5.9201870405096714e-15,0.9999999999999941,LETHAL,optimal,1,259230_AT1,SGMS1,crm_DASH_hs_c + pchol_DASH_hs_c --> DIACYLGLYCEROL_c + sphmyln_DASH_hs_c
METAT,methionine adenosyltransferase,Unknown,1.0243330233591618e-14,1.2662803343949043,8.089306889920567e-15,0.9999999999999919,LETHAL,optimal,4,4143_AT1;27430_AT2;27430_AT1;4144_AT1,MAT1A;MAT2B;MAT2B;MAT2A,MET_c + WATER_c + atp_c --> amet_c + pi_c + ppi_c
GK1,guanylate kinase (GMP:ATP),Unknown,1.0911992068284405e-13,1.2662803343949043,8.617358867457048e-14,0.9999999999999138,LETHAL,optimal,1,2987_AT1,GUK1,atp_c + gmp_c <=> adp_c + gdp_c
