gene_id,gene_name,knockout_flux,baseline_flux,flux_ratio,flux_reduction,impact,status,num_reactions,reactions
175_AT1,AGA,-7.496616425336966e-14,1.2662803343949043,-5.920187040509672e-14,1.0000000000000593,LETHAL,optimal,2,GASNASE2ly;GASNASEly
4126_AT1,MANBA,-2.2682070209993896e-14,1.2662803343949043,-1.791236078923439e-14,1.000000000000018,LETHAL,optimal,1,B_MANNASEly
4125_AT1,MAN2B1,-1.1341035104996948e-14,1.2662803343949043,-8.956180394617195e-15,1.0000000000000089,LETHAL,optimal,1,A_MANASEly
11254_AT1,SLC6A14,-1.1533256038979946e-15,1.2662803343949043,-9.10798006232257e-16,1.0000000000000009,LETHAL,optimal,8,METt4;LYSt4;ILEt4;VALt4;TRPt4;PHEt4;TYRt4;ARGt4
57194_AT1,ATP10A,-1.9222093398299912e-16,1.2662803343949043,-1.517996677053762e-16,1.0000000000000002,LETHAL,optimal,3,PSFLIPm;PCFLOPm;PEFLIPm
259230_AT1,SGMS1,-1.9222093398299912e-16,1.2662803343949043,-1.517996677053762e-16,1.0000000000000002,LETHAL,optimal,1,SMS
9791_AT1,PTDSS1,-1.9222093398299912e-16,1.2662803343949043,-1.517996677053762e-16,1.0000000000000002,LETHAL,optimal,1,PSSA1_hs
51727_AT1,CMPK1,-1.9222093398299912e-16,1.2662803343949043,-1.517996677053762e-16,1.0000000000000002,LETHAL,optimal,40,CYTK11;UMPK4;CYTK4n;CYTK11n;UMPK4n;CYTK5;CYTK12;UMPK5;CYTK5n;CYTK12n
2531_AT1,KDSR,0.0,1.2662803343949043,0.0,1.0,LETHAL,optimal,1,3DSPHR
2987_AT1,GUK1,6.708510596006668e-14,1.2662803343949043,5.297808402917628e-14,0.999999999999947,LETHAL,optimal,2,DGK1;GK1
