reaction_id,reaction_name,subsystem,knockout_flux,baseline_flux,flux_ratio,flux_reduction,impact,status,num_genes,gene_ids,gene_names,equation
DM_Asn_X_Ser_FSLASH_Thr_LPAREN_ly_RPAREN_,DM Asn-X-Ser/Thr(ly),Unknown,-1.6551414409281064e-13,1.2654365695792906,-1.3079608102983603e-13,1.0000000000001308,LETHAL,optimal,0,,,Asn_DASH_DASH_DASH_X_DASH_DASH_DASH_Ser_DASH_FSLASH_DASH_Thr_l --> 
A_MANASEly,"alpha-mannosidase, lysosomal",Unknown,-1.889953894485381e-14,1.2654365695792906,-1.493519264354529e-14,1.0000000000000149,LETHAL,optimal,1,4125_AT1,MAN2B1,2.0 h2o_l + m2mn_l --> 2.0 man_l + mn_l
PHEt4,L-phenylalanine transport in via sodium symport,Unknown,-1.909044337864021e-16,1.2654365695792906,-1.5086053175298272e-16,1.0000000000000002,LETHAL,optimal,7,54407_AT1;81539_AT1;84889_AT1;55089_AT1;6542_AT1;11254_AT1;6541_AT1,SLC38A2;SLC38A1;SLC7A3;SLC38A4;SLC7A2;SLC6A14;SLC7A1,NA_43__e + PHE_e --> NA_43__c + PHE_c
ILEt4,L-isoleucine transport in via sodium symport,Unknown,-1.909044337864021e-16,1.2654365695792906,-1.5086053175298272e-16,1.0000000000000002,LETHAL,optimal,1,11254_AT1,SLC6A14,NA_43__e + ile_DASH_DASH_DASH_L_e --> ILE_c + NA_43__c
PRPPS,phosphoribosylpyrophosphate synthetase,Unknown,-1.909044337864021e-16,1.2654365695792906,-1.5086053175298272e-16,1.0000000000000002,LETHAL,optimal,4,5631_AT1;221823_AT2;221823_AT1;5634_AT1,PRPS1;PRPS1L1;PRPS1L1;PRPS2,atp_c + r5p_c <=> amp_c + h_c + prpp_c
METt4,L-methionine transport in via sodium symport,Unknown,0.0,1.2654365695792906,0.0,1.0,LETHAL,optimal,4,6584_AT1;11254_AT1;54407_AT1;81539_AT1,SLC22A5;SLC6A14;SLC38A2;SLC38A1,NA_43__e + met_DASH_DASH_DASH_L_e --> MET_c + NA_43__c
2HBO,2-Hydroxybutyrate:NAD+ oxidoreductase,Unknown,0.0,1.2654365695792906,0.0,1.0,LETHAL,optimal,7,55293_AT1;3945_AT1;92483_AT1;3948_AT1;3948_AT2;3939_AT1;160287_AT1,UEVLD;LDHB;LDHAL6B;LDHC;LDHC;LDHA;LDHAL6A,2hb_c + nad_c <=> 2obut_c + h_c + nadh_c
2HBt2,2-hydroxybutyrate cotransport with proton,Unknown,0.0,1.2654365695792906,0.0,1.0,LETHAL,optimal,3,9194_AT1;6566_AT1;9123_AT1,SLC16A7;SLC16A1;SLC16A3,2hb_e + h_e <=> 2hb_c + h_c
ADENOSYLHOMOCYSTEINASE_45_RXN,ADENOSYLHOMOCYSTEINASE-RXN,Unknown,1.909044337864021e-16,1.2654365695792906,1.5086053175298272e-16,0.9999999999999999,LETHAL,optimal,3,HS02273;HS09809;HS08293,AHCY;AHCYL1;AHCYL2,ADENOSYL_45_HOMO_45_CYS_c + WATER_c <=> ADENOSINE_c + HOMO_45_CYS_c
PHOSMANMUT_45_RXN,PHOSMANMUT-RXN,Unknown,1.909044337864021e-16,1.2654365695792906,1.5086053175298272e-16,0.9999999999999999,LETHAL,optimal,2,HS06747;HS02079,PMM2;PMM1,MANNOSE_45_1P_c <=> CPD_45_15979_c
RXN66_45_457,RXN66-457,Unknown,1.909044337864021e-16,1.2654365695792906,1.5086053175298272e-16,0.9999999999999999,LETHAL,optimal,2,HS09071;HS05853,SLC6A18;SLC38A2,LEU_e + NA_43__e <=> LEU_c + NA_43__c
MANtly,mannose efflux from lysosome,Unknown,1.909044337864021e-16,1.2654365695792906,1.5086053175298272e-16,0.9999999999999999,LETHAL,optimal,0,,,man_l --> D_45_mannopyranose_c
