reaction_id,reaction_name,subsystem,knockout_flux,baseline_flux,flux_ratio,flux_reduction,impact,status,num_genes,gene_ids,gene_names,equation
PRPPS,phosphoribosylpyrophosphate synthetase,Unknown,-3.732158764475801e-16,1.2522718959731547,-2.980310247700239e-16,1.0000000000000002,LETHAL,optimal,4,5631_AT1;5634_AT1;221823_AT1;221823_AT2,PRPS1;PRPS2;PRPS1L1;PRPS1L1,atp_c + r5p_c <=> amp_c + h_c + prpp_c
PCFLOPm,phosphatidylcholine flippase,Unknown,-3.732158764475801e-16,1.2522718959731547,-2.980310247700239e-16,1.0000000000000002,LETHAL,optimal,1,57194_AT1,ATP10A,WATER_c + atp_c + pchol_DASH_hs_m --> adp_c + h_c + pchol_DASH_hs_c + pi_c
AMETt2m,"S-Adenosyl-L-methionine reversible transport, mitochondrial",Unknown,-1.8660793822379005e-16,1.2522718959731547,-1.4901551238501196e-16,1.0000000000000002,LETHAL,optimal,3,115286_AT3;115286_AT1;115286_AT2,SLC25A26;SLC25A26;SLC25A26,ahcys_m + amet_c <=> ADENOSYL_45_HOMO_45_CYS_c + amet_m
B_MANNASEly,"beta-mannosidase, lysosomal",Unknown,-3.732158764475801e-16,1.2522718959731547,-2.980310247700239e-16,1.0000000000000002,LETHAL,optimal,1,4126_AT1,MANBA,h2o_l + mn_l --> acgam_l + man_l
2HBt2,2-hydroxybutyrate cotransport with proton,Unknown,0.0,1.2522718959731547,0.0,1.0,LETHAL,optimal,3,9123_AT1;6566_AT1;9194_AT1,SLC16A3;SLC16A1;SLC16A7,2hb_e + h_e <=> 2hb_c + h_c
ACGAMtly,N-acetyl-glucosamine lysosomal efflux,Unknown,0.0,1.2522718959731547,0.0,1.0,LETHAL,optimal,0,,,acgam_l --> N_45_acetyl_45_D_45_glucosamine_c
DM_Asn_X_Ser_FSLASH_Thr_LPAREN_ly_RPAREN_,DM Asn-X-Ser/Thr(ly),Unknown,0.0,1.2522718959731547,0.0,1.0,LETHAL,optimal,0,,,Asn_DASH_DASH_DASH_X_DASH_DASH_DASH_Ser_DASH_FSLASH_DASH_Thr_l --> 
DSAT,dihydrosphingosine N-acyltransferase,Unknown,0.0,1.2522718959731547,0.0,1.0,LETHAL,optimal,0,,,Rtotalcoa_c + sphgn_c --> coa_c + dhcrm_DASH_hs_c + h_c
PHOSMANMUT_45_RXN,PHOSMANMUT-RXN,Unknown,0.0,1.2522718959731547,0.0,1.0,LETHAL,optimal,2,HS06747;HS02079,PMM2;PMM1,MANNOSE_45_1P_c <=> CPD_45_15979_c
METt4,L-methionine transport in via sodium symport,Unknown,0.0,1.2522718959731547,0.0,1.0,LETHAL,optimal,4,6584_AT1;54407_AT1;11254_AT1;81539_AT1,SLC22A5;SLC38A2;SLC6A14;SLC38A1,NA_43__e + met_DASH_DASH_DASH_L_e --> MET_c + NA_43__c
VALt4,L-valine transport in via sodium symport,Unknown,0.0,1.2522718959731547,0.0,1.0,LETHAL,optimal,1,11254_AT1,SLC6A14,NA_43__e + val_DASH_DASH_DASH_L_e --> NA_43__c + VAL_c
DHCRD1,dihydroceramide desaturase,Unknown,1.8660793822379005e-16,1.2522718959731547,1.4901551238501196e-16,0.9999999999999999,LETHAL,optimal,2,8560_AT1;8560_AT2,DEGS1;DEGS1,dhcrm_DASH_hs_c + nadp_c --> NADPH_c + crm_DASH_hs_c + h_c
MANtly,mannose efflux from lysosome,Unknown,1.8660793822379005e-16,1.2522718959731547,1.4901551238501196e-16,0.9999999999999999,LETHAL,optimal,0,,,man_l --> D_45_mannopyranose_c
3DSPHR,3-Dehydrosphinganine reductase,Unknown,1.8660793822379005e-16,1.2522718959731547,1.4901551238501196e-16,0.9999999999999999,LETHAL,optimal,1,2531_AT1,KDSR,3dsphgn_c + NADPH_c + h_c --> nadp_c + sphgn_c
PHEt4,L-phenylalanine transport in via sodium symport,Unknown,1.8660793822379005e-16,1.2522718959731547,1.4901551238501196e-16,0.9999999999999999,LETHAL,optimal,7,6541_AT1;6542_AT1;84889_AT1;11254_AT1;81539_AT1;55089_AT1;54407_AT1,SLC7A1;SLC7A2;SLC7A3;SLC6A14;SLC38A1;SLC38A4;SLC38A2,NA_43__e + PHE_e --> NA_43__c + PHE_c
2HBO,2-Hydroxybutyrate:NAD+ oxidoreductase,Unknown,1.8660793822379005e-16,1.2522718959731547,1.4901551238501196e-16,0.9999999999999999,LETHAL,optimal,7,3945_AT1;3948_AT1;3948_AT2;92483_AT1;160287_AT1;3939_AT1;55293_AT1,LDHB;LDHC;LDHC;LDHAL6B;LDHAL6A;LDHA;UEVLD,2hb_c + nad_c <=> 2obut_c + h_c + nadh_c
